area_frac,n_cc,reliable,isic_id,source_collection,label
0.3183729383680556,8,True,ISIC_0034677,212,0
0.5219794379340278,1,True,ISIC_0031760,212,0
0.4496663411458333,24,True,ISIC_0026538,212,0
0.0992770724826389,3,True,ISIC_0034250,212,0
0.11147054036458333,12,True,ISIC_0027893,212,0
0.20979139539930555,15,True,ISIC_0025315,212,0
0.2766520182291667,1,True,ISIC_0031136,212,0
0.1544189453125,2,True,ISIC_0027766,212,0
0.08559163411458333,3,True,ISIC_0033793,212,0
0.29656982421875,2,True,ISIC_0031260,212,0
0.1439887152777778,1,True,ISIC_0026208,212,0
0.08241102430555555,1,True,ISIC_0029629,212,0
0.0834621853298611,5,True,ISIC_0033556,212,0
0.5112101236979166,4,True,ISIC_0024851,212,0
0.0749172634548611,3,True,ISIC_0027481,212,0
0.1965264214409722,21,True,ISIC_0028138,212,0
0.1221042209201389,2,True,ISIC_0031456,212,0
0.4622667100694444,5,True,ISIC_0025135,212,0
0.4729817708333333,1,True,ISIC_0033088,212,0
0.3185356987847222,5,True,ISIC_0026205,212,0
0.6597425672743056,1,False,ISIC_0025070,212,0
0.2622138129340278,1,True,ISIC_0027310,212,0
0.04041883680555555,3,True,ISIC_0029752,212,0
0.18238661024305555,15,True,ISIC_0025883,212,0
0.058966742621527776,3,True,ISIC_0031422,212,0
0.07227240668402778,5,True,ISIC_0032304,212,0
0.14549424913194445,1,True,ISIC_0028986,212,0
0.3733859592013889,3,True,ISIC_0031327,212,0
0.4207695855034722,6,True,ISIC_0035508,212,0
0.1209988064236111,24,True,ISIC_0027637,212,0
0.6053331163194444,2,False,ISIC_0032210,212,0
0.12721761067708334,6,True,ISIC_0030790,212,0
0.17045762803819445,1,True,ISIC_0032089,212,0
0.14176432291666666,1,True,ISIC_0033214,212,0
0.05494520399305555,7,True,ISIC_0026155,212,0
0.11305067274305555,1,True,ISIC_0026824,212,0
0.3115505642361111,1,True,ISIC_0025142,212,0
0.11005995008680555,1,True,ISIC_0030411,212,0
0.2903984917534722,2,True,ISIC_0032753,212,0
0.3446248372395833,3,True,ISIC_0035488,212,0
0.09459092881944445,9,True,ISIC_0029733,212,0
0.120849609375,1,True,ISIC_0026785,212,0
0.7545844184027778,1,False,ISIC_0029229,212,0
0.024319118923611112,5,True,ISIC_0029355,212,0
0.07221815321180555,1,True,ISIC_0027918,212,0
0.0730251736111111,1,True,ISIC_0030338,212,0
0.029764811197916668,10,True,ISIC_0032040,212,0
0.04587131076388889,2,True,ISIC_0031483,212,0
0.20058186848958334,2,True,ISIC_0027226,212,0
0.12944200303819445,1,True,ISIC_0026969,212,0
0.3907470703125,15,True,ISIC_0030249,212,1
0.09309217664930555,18,True,ISIC_0028994,212,1
0.16591389973958334,13,True,ISIC_0031041,212,1
0.26177978515625,1,True,ISIC_0035767,212,1
0.15385606553819445,31,True,ISIC_0035376,212,1
0.018059624565972224,12,True,ISIC_0028542,212,1
0.1580268012152778,8,True,ISIC_0033366,212,1
0.222412109375,16,True,ISIC_0024595,212,1
0.031494140625,8,True,ISIC_0032441,212,1
0.08460150824652778,5,True,ISIC_0034605,212,1
0.4688381618923611,17,True,ISIC_0034888,212,1
0.1690131293402778,10,True,ISIC_0035663,212,1
0.2600911458333333,16,True,ISIC_0025301,212,1
0.12046983506944445,1,True,ISIC_0032313,212,1
0.1940850151909722,1,True,ISIC_0032841,212,1
0.2943183051215278,14,True,ISIC_0034906,212,1
0.4906819661458333,6,True,ISIC_0035756,212,1
0.07678900824652778,3,True,ISIC_0035708,212,1
0.1082492404513889,1,True,ISIC_0033619,212,1
0.2742580837673611,12,True,ISIC_0026522,212,1
0.16611735026041666,5,True,ISIC_0027359,212,1
0.23744032118055555,2,True,ISIC_0027229,212,1
0.11501057942708333,3,True,ISIC_0024799,212,1
0.20039876302083334,14,True,ISIC_0028763,212,1
0.2972208658854167,5,True,ISIC_0031266,212,1
0.24100748697916666,15,True,ISIC_0029602,212,1
0.07000732421875,4,True,ISIC_0031489,212,1
0.1356743706597222,2,True,ISIC_0025069,212,1
0.11512586805555555,4,True,ISIC_0029860,212,1
0.3750203450520833,12,True,ISIC_0028232,212,1
0.1308661566840278,21,True,ISIC_0029669,212,1
0.24733479817708334,6,True,ISIC_0030191,212,1
0.137939453125,14,True,ISIC_0031063,212,1
0.1631740993923611,5,True,ISIC_0024967,212,1
0.07499864366319445,15,True,ISIC_0028685,212,1
0.1846584743923611,21,True,ISIC_0031087,212,1
0.024027506510416668,1,True,ISIC_0035853,212,1
0.0635647243923611,2,True,ISIC_0032816,212,1
0.026543511284722224,5,True,ISIC_0025265,212,1
0.2095404730902778,5,True,ISIC_0027846,212,1
0.3013576931423611,4,True,ISIC_0033023,212,1
0.20100233289930555,15,True,ISIC_0030929,212,1
0.11217583550347222,1,True,ISIC_0035130,212,1
0.2815958658854167,7,True,ISIC_0035446,212,1
0.07645670572916667,7,True,ISIC_0030486,212,1
0.3866780598958333,22,True,ISIC_0027328,212,1
0.15277099609375,5,True,ISIC_0027004,212,1
0.015055338541666666,5,True,ISIC_0026687,212,1
0.07475450303819445,15,True,ISIC_0035089,212,1
0.4144558376736111,12,True,ISIC_0034416,212,1
