area_frac,n_cc,reliable,isic_id,label
0.3812459309895833,26,True,ISIC_2932456,0
0.0862155490451389,2,True,ISIC_9999781,0
0.4806993272569444,3,True,ISIC_7034788,0
0.4391004774305556,1,True,ISIC_1626144,0
0.3017985026041667,22,True,ISIC_1991290,0
0.0726318359375,13,True,ISIC_0997755,0
0.7788831922743056,2,False,ISIC_7388001,0
0.21929931640625,25,True,ISIC_8242643,0
0.4836900499131944,4,True,ISIC_4094877,0
0.4612901475694444,25,True,ISIC_6090487,0
0.6358574761284722,5,False,ISIC_1788526,0
0.5733506944444444,7,True,ISIC_7040712,0
0.23634168836805555,40,True,ISIC_2690081,0
0.2959933810763889,40,True,ISIC_8413244,0
0.4814249674479167,29,True,ISIC_6989155,0
0.2755601671006944,15,True,ISIC_8267896,0
0.6293741861979166,10,False,ISIC_4732929,0
0.08801947699652778,1,True,ISIC_3823854,0
0.4488321940104167,13,True,ISIC_6083281,0
0.10793050130208333,1,True,ISIC_8704933,0
0.2797444661458333,13,True,ISIC_9242112,0
0.6356879340277778,9,False,ISIC_5956813,0
0.1269463433159722,4,True,ISIC_8335789,0
0.10136583116319445,2,True,ISIC_3041450,0
0.3602837456597222,18,True,ISIC_5101664,0
0.4431694878472222,8,True,ISIC_1693974,0
0.0823974609375,6,True,ISIC_3951032,0
0.2096286349826389,7,True,ISIC_3368609,0
0.2101169162326389,25,True,ISIC_5561646,0
0.07648383246527778,40,True,ISIC_8160298,0
0.049601236979166664,1,True,ISIC_5183920,0
0.22129313151041666,19,True,ISIC_6188357,0
0.3870103624131944,15,True,ISIC_5596339,0
0.4374932183159722,2,True,ISIC_1359248,0
0.3966606987847222,11,True,ISIC_7382695,0
0.5171440972222222,5,True,ISIC_9222128,0
0.07634819878472222,4,True,ISIC_6079165,0
0.17635091145833334,49,True,ISIC_1497797,0
0.8061862521701388,3,False,ISIC_5465305,0
0.21629503038194445,4,True,ISIC_4509120,0
0.09002685546875,7,True,ISIC_1008432,0
0.12352159288194445,1,True,ISIC_1358510,0
0.664306640625,19,False,ISIC_7730309,0
0.17620849609375,37,True,ISIC_5855819,0
0.10779486762152778,7,True,ISIC_2605826,0
0.1191677517361111,17,True,ISIC_0507017,0
0.5030856662326388,23,True,ISIC_1863459,0
0.04522705078125,1,True,ISIC_8423612,0
0.06944444444444445,2,True,ISIC_9480456,0
0.08095296223958333,4,True,ISIC_8811509,0
0.2074652777777778,42,True,ISIC_0363091,0
0.3330213758680556,43,True,ISIC_8301608,0
0.5979749891493056,18,True,ISIC_8495780,0
0.026896158854166668,1,True,ISIC_2622526,0
0.4527520073784722,16,True,ISIC_8760603,0
0.5584445529513888,2,True,ISIC_6889245,0
0.0993991427951389,4,True,ISIC_7171431,0
0.5072428385416666,8,True,ISIC_0197893,0
0.5162014431423612,5,True,ISIC_6165583,0
0.15217420789930555,1,True,ISIC_7248373,0
0.058709038628472224,7,True,ISIC_9954503,0
0.1833563910590278,31,True,ISIC_2824976,0
0.08567979600694445,3,True,ISIC_5650407,0
0.07623969184027778,1,True,ISIC_0135610,0
0.0913425021701389,2,True,ISIC_6657162,0
0.215576171875,3,True,ISIC_1753547,0
0.17254638671875,2,True,ISIC_4376102,0
0.52630615234375,20,True,ISIC_2204753,0
0.3623250325520833,10,True,ISIC_2799756,0
0.4653252495659722,16,True,ISIC_4106997,0
0.2623833550347222,3,True,ISIC_5395570,0
0.4160698784722222,23,True,ISIC_1833531,0
0.2975531684027778,33,True,ISIC_7378742,0
0.4676581488715278,54,True,ISIC_2298959,0
0.3519151475694444,7,True,ISIC_0866409,0
0.3504231770833333,18,True,ISIC_0473273,0
0.4449123806423611,2,True,ISIC_4913373,0
0.4045003255208333,11,True,ISIC_1133607,0
0.5288899739583334,51,True,ISIC_7686093,0
0.5878634982638888,44,True,ISIC_7356221,0
0.6530693901909722,8,False,ISIC_2357064,0
0.5007120768229166,22,True,ISIC_1725452,0
0.2849188910590278,35,True,ISIC_7646306,0
0.3219061957465278,15,True,ISIC_3335186,0
0.1279975043402778,3,True,ISIC_5338399,0
0.722412109375,12,False,ISIC_9164272,0
0.041951497395833336,7,True,ISIC_9119818,0
0.3757120768229167,6,True,ISIC_7611991,0
0.4002414279513889,30,True,ISIC_9821308,0
0.5101860894097222,5,True,ISIC_1022002,0
0.5948621961805556,8,True,ISIC_7552031,0
0.5328776041666666,10,True,ISIC_3953242,0
0.718017578125,11,False,ISIC_3650593,0
0.7400173611111112,8,False,ISIC_4505249,0
0.05461290147569445,1,True,ISIC_7976552,0
0.5470987955729166,8,True,ISIC_4247762,0
0.3731146918402778,20,True,ISIC_9720255,0
0.1862521701388889,8,True,ISIC_0214287,0
0.5125528971354166,17,True,ISIC_5229049,0
0.6511908637152778,10,False,ISIC_0710868,0
0.5661146375868056,18,True,ISIC_9925691,1
0.5312364366319444,9,True,ISIC_4455208,1
0.6078694661458334,15,False,ISIC_3756501,1
0.5887722439236112,14,True,ISIC_6203245,1
0.6191338433159722,12,False,ISIC_5705104,1
0.43682861328125,15,True,ISIC_7012242,1
0.3521592881944444,34,True,ISIC_5274821,1
0.09815809461805555,7,True,ISIC_6584483,1
0.5190836588541666,6,True,ISIC_3491334,1
0.4620632595486111,3,True,ISIC_5671607,1
0.5977918836805556,6,True,ISIC_1607537,1
0.4982638888888889,10,True,ISIC_9003843,1
0.2307807074652778,28,True,ISIC_7976708,1
0.68951416015625,10,False,ISIC_1377814,1
0.51776123046875,22,True,ISIC_9146255,1
0.15000406901041666,13,True,ISIC_6090816,1
0.64056396484375,6,False,ISIC_0430846,1
0.5197007921006944,12,True,ISIC_9748839,1
0.5532904730902778,2,True,ISIC_6179299,1
0.1304592556423611,10,True,ISIC_7837478,1
0.4401584201388889,5,True,ISIC_0142525,1
0.3439737955729167,5,True,ISIC_5876874,1
0.2587687174479167,25,True,ISIC_2434870,1
0.6398451063368056,4,False,ISIC_6415690,1
0.24085828993055555,2,True,ISIC_0804748,1
0.5395168728298612,7,True,ISIC_8852268,1
0.4029269748263889,16,True,ISIC_0900246,1
0.55718994140625,20,True,ISIC_5468767,1
0.09096272786458333,1,True,ISIC_1488160,1
0.11377631293402778,1,True,ISIC_7322091,1
0.6254408094618056,8,False,ISIC_1579145,1
0.4490017361111111,7,True,ISIC_3732363,1
0.12437608506944445,1,True,ISIC_9907864,1
0.1512112087673611,3,True,ISIC_0272491,1
0.5329454210069444,8,True,ISIC_0634284,1
0.6490546332465278,8,False,ISIC_6219900,1
0.2069023980034722,2,True,ISIC_6046428,1
0.09360758463541667,1,True,ISIC_0295218,1
0.5081448025173612,9,True,ISIC_7516393,1
0.5630900065104166,13,True,ISIC_4315867,1
0.3671671549479167,8,True,ISIC_7822403,1
0.23293050130208334,32,True,ISIC_9573657,1
0.3636135525173611,13,True,ISIC_1908705,1
0.2113918728298611,36,True,ISIC_0717149,1
0.12662760416666666,3,True,ISIC_4465502,1
0.3964572482638889,3,True,ISIC_1708718,1
0.57080078125,1,True,ISIC_2612178,1
0.5089450412326388,4,True,ISIC_8199245,1
0.4555867513020833,5,True,ISIC_5598947,1
0.4006822374131944,11,True,ISIC_4367520,1
0.43536376953125,11,True,ISIC_4866420,1
0.0894775390625,7,True,ISIC_4883430,1
0.13893636067708334,17,True,ISIC_7329993,1
0.4373779296875,20,True,ISIC_9836789,1
0.6221177842881944,19,False,ISIC_9490861,1
0.2174953884548611,7,True,ISIC_3084367,1
0.0700954861111111,31,True,ISIC_3098467,1
0.5264824761284722,17,True,ISIC_1732067,1
0.6653713650173612,13,False,ISIC_5630481,1
0.4222412109375,20,True,ISIC_0993215,1
0.6625569661458334,19,False,ISIC_1888241,1
0.4480319552951389,15,True,ISIC_0237559,1
0.5517035590277778,9,True,ISIC_8638130,1
0.40985107421875,8,True,ISIC_1815904,1
0.2235785590277778,28,True,ISIC_5835333,1
0.3692423502604167,15,True,ISIC_5901080,1
