isic_id,label,p_orig,p_lacn,mask_reliable,dP_lacn
ISIC_2932456,0,0.1827905923128128,0.4789479672908783,True,0.2961573749780655
ISIC_9999781,0,0.0686759874224662,0.46806010603904724,True,0.3993841186165811
ISIC_7034788,0,0.7187096476554871,0.7410348653793335,True,0.022325217723846436
ISIC_1626144,0,0.5552369952201843,0.5891522765159607,True,0.03391528129577637
ISIC_1991290,0,0.1696275323629379,0.3862088620662689,True,0.21658132970333102
ISIC_0997755,0,0.6561926603317261,0.7289406061172485,True,0.07274794578552246
ISIC_7388001,0,0.6733847856521606,0.6733847856521606,False,0.0
ISIC_8242643,0,0.6200079917907715,0.560316801071167,True,-0.05969119071960449
ISIC_4094877,0,0.485114574432373,0.5192368030548096,True,0.03412222862243658
ISIC_6090487,0,0.6731342077255249,0.837718665599823,True,0.1645844578742981
ISIC_1788526,0,0.3375699520111084,0.3375699520111084,False,0.0
ISIC_7040712,0,0.6083400845527649,0.8076012134552002,True,0.1992611289024353
ISIC_2690081,0,0.8327120542526245,0.9075000286102295,True,0.07478797435760498
ISIC_8413244,0,0.479390949010849,0.6091203689575195,True,0.12972941994667053
ISIC_6989155,0,0.5204816460609436,0.5012325644493103,True,-0.0192490816116333
ISIC_8267896,0,0.9122228622436525,0.9245799779891968,True,0.012357115745544323
ISIC_4732929,0,0.7168121337890625,0.7168121337890625,False,0.0
ISIC_3823854,0,0.5480437874794006,0.43356549739837646,True,-0.11447829008102417
ISIC_6083281,0,0.7395496368408203,0.7900102138519287,True,0.0504605770111084
ISIC_8704933,0,0.7771462798118591,0.6306718587875366,True,-0.1464744210243225
ISIC_9242112,0,0.1833643317222595,0.41944751143455505,True,0.23608317971229556
ISIC_5956813,0,0.7143644094467163,0.7143644094467163,False,0.0
ISIC_8335789,0,0.5781351923942566,0.4819300174713135,True,-0.09620517492294312
ISIC_3041450,0,0.4397592842578888,0.666845440864563,True,0.2270861566066742
ISIC_5101664,0,0.1057885214686393,0.47826242446899414,True,0.3724739030003548
ISIC_1693974,0,0.5872214436531067,0.72645503282547,True,0.13923358917236328
ISIC_3951032,0,0.7074332237243652,0.6864541172981262,True,-0.020979106426239014
ISIC_3368609,0,0.4814817905426025,0.6861931681632996,True,0.20471137762069708
ISIC_5561646,0,0.7212415933609009,0.7504122853279114,True,0.029170691967010498
ISIC_8160298,0,0.5119743347167969,0.40579432249069214,True,-0.10618001222610474
ISIC_5183920,0,0.447887659072876,0.7058164477348328,True,0.2579287886619568
ISIC_6188357,0,0.3293610215187073,0.4111824929714203,True,0.08182147145271301
ISIC_5596339,0,0.5539313554763794,0.6740788817405701,True,0.12014752626419067
ISIC_1359248,0,0.3553223013877868,0.4502202868461609,True,0.09489798545837408
ISIC_7382695,0,0.6567574143409729,0.3790312707424164,True,-0.2777261435985565
ISIC_9222128,0,0.6146968603134155,0.3547378182411194,True,-0.25995904207229614
ISIC_6079165,0,0.2744842767715454,0.467993825674057,True,0.1935095489025116
ISIC_1497797,0,0.2107261419296264,0.5837220549583435,True,0.3729959130287171
ISIC_5465305,0,0.5003408789634705,0.5003408789634705,False,0.0
ISIC_4509120,0,0.6993021965026855,0.6284422278404236,True,-0.07085996866226196
ISIC_1008432,0,0.6314293742179871,0.6133118867874146,True,-0.01811748743057251
ISIC_1358510,0,0.3136354386806488,0.12193764001131058,True,-0.19169779866933823
ISIC_7730309,0,0.5116356611251831,0.5116356611251831,False,0.0
ISIC_5855819,0,0.5977449417114258,0.6361786127090454,True,0.03843367099761963
ISIC_2605826,0,0.3782736361026764,0.5351219773292542,True,0.15684834122657776
ISIC_0507017,0,0.6663103103637695,0.5532493591308594,True,-0.11306095123291016
ISIC_1863459,0,0.7329196929931641,0.7210066914558411,True,-0.011913001537322998
ISIC_8423612,0,0.583185076713562,0.5204271674156189,True,-0.06275790929794312
ISIC_9480456,0,0.5055319666862488,0.6291255354881287,True,0.12359356880187988
ISIC_8811509,0,0.3341227173805237,0.4124513864517212,True,0.07832866907119751
ISIC_0363091,0,0.3919925689697265,0.6452782154083252,True,0.2532856464385987
ISIC_8301608,0,0.1151109486818313,0.4628244638442993,True,0.347713515162468
ISIC_8495780,0,0.5253953337669373,0.5698959827423096,True,0.044500648975372314
ISIC_2622526,0,0.5123193264007568,0.5283652544021606,True,0.01604592800140381
ISIC_8760603,0,0.7168837189674377,0.7955965995788574,True,0.07871288061141968
ISIC_6889245,0,0.7190202474594116,0.6703473925590515,True,-0.04867285490036011
ISIC_7171431,0,0.535649299621582,0.5992879867553711,True,0.06363868713378906
ISIC_0197893,0,0.2348716109991073,0.4775984585285187,True,0.24272684752941137
ISIC_6165583,0,0.7385430335998535,0.7417348027229309,True,0.0031917691230773926
ISIC_7248373,0,0.6101114749908447,0.6882634162902832,True,0.07815194129943848
ISIC_9954503,0,0.1970379501581192,0.3532237112522125,True,0.15618576109409332
ISIC_2824976,0,0.3919242918491363,0.62039715051651,True,0.2284728586673737
ISIC_5650407,0,0.775547444820404,0.8197284936904907,True,0.04418104887008667
ISIC_0135610,0,0.3937491774559021,0.40487733483314514,True,0.011128157377243042
ISIC_6657162,0,0.4121516048908233,0.4624670743942261,True,0.050315469503402765
ISIC_1753547,0,0.7379691004753113,0.7572019696235657,True,0.019232869148254395
ISIC_4376102,0,0.7493088841438293,0.8503035306930542,True,0.10099464654922485
ISIC_2204753,0,0.1200034767389297,0.46865177154541016,True,0.34864829480648046
ISIC_2799756,0,0.7622572779655457,0.7674183249473572,True,0.0051610469818115234
ISIC_4106997,0,0.3304049968719482,0.573036789894104,True,0.24263179302215582
ISIC_5395570,0,0.1265553832054138,0.12077399343252182,True,-0.0057813897728919705
ISIC_1833531,0,0.4864188432693481,0.7486122846603394,True,0.26219344139099127
ISIC_7378742,0,0.7006320357322693,0.7019273042678833,True,0.0012952685356140137
ISIC_2298959,0,0.7726956009864807,0.8331723809242249,True,0.06047677993774414
ISIC_0866409,0,0.7458209991455078,0.8466295003890991,True,0.10080850124359131
ISIC_0473273,0,0.3954702019691467,0.48137450218200684,True,0.08590430021286016
ISIC_4913373,0,0.6562772989273071,0.5549302101135254,True,-0.10134708881378174
ISIC_1133607,0,0.1863879412412643,0.451035737991333,True,0.2646477967500687
ISIC_7686093,0,0.6221516728401184,0.6483277082443237,True,0.026176035404205322
ISIC_7356221,0,0.8460140824317932,0.8988372683525085,True,0.05282318592071533
ISIC_2357064,0,0.2479547262191772,0.2479547262191772,False,0.0
ISIC_1725452,0,0.3088937997817993,0.5990186333656311,True,0.2901248335838318
ISIC_7646306,0,0.3025796711444855,0.289282888174057,True,-0.013296782970428467
ISIC_3335186,0,0.3571377992630005,0.6676151156425476,True,0.3104773163795471
ISIC_5338399,0,0.6808732151985168,0.6599557399749756,True,-0.02091747522354126
ISIC_9164272,0,0.5405798554420471,0.5405798554420471,False,0.0
ISIC_9119818,0,0.3829227387905121,0.0965108796954155,True,-0.2864118590950966
ISIC_7611991,0,0.7920520305633545,0.7534952163696289,True,-0.038556814193725586
ISIC_9821308,0,0.8550571799278259,0.7255716323852539,True,-0.12948554754257202
ISIC_1022002,0,0.7722430229187012,0.6851104497909546,True,-0.08713257312774658
ISIC_7552031,0,0.3301910161972046,0.6047664284706116,True,0.274575412273407
ISIC_3953242,0,0.4250339567661285,0.6962007284164429,True,0.2711667716503144
ISIC_3650593,0,0.6213105320930481,0.6213105320930481,False,0.0
ISIC_4505249,0,0.4509926736354828,0.4509926736354828,False,0.0
ISIC_7976552,0,0.1979432553052902,0.6418114900588989,True,0.4438682347536087
ISIC_4247762,0,0.4799246191978454,0.5367811322212219,True,0.05685651302337652
ISIC_9720255,0,0.5421479344367981,0.37368619441986084,True,-0.16846174001693726
ISIC_0214287,0,0.7101048827171326,0.7273352742195129,True,0.01723039150238037
ISIC_5229049,0,0.7442057132720947,0.7340737581253052,True,-0.01013195514678955
ISIC_0710868,0,0.723493754863739,0.723493754863739,False,0.0
ISIC_9925691,1,0.7958519458770752,0.8495016694068909,True,0.053649723529815674
ISIC_4455208,1,0.7111377716064453,0.8090046644210815,True,0.09786689281463623
ISIC_3756501,1,0.8100007176399231,0.8100007176399231,False,0.0
ISIC_6203245,1,0.8240419626235962,0.8507934212684631,True,0.026751458644866943
ISIC_5705104,1,0.7678622007369995,0.7678622007369995,False,0.0
ISIC_7012242,1,0.8735116720199585,0.888057291507721,True,0.014545619487762451
ISIC_5274821,1,0.6763222217559814,0.7153931260108948,True,0.03907090425491333
ISIC_6584483,1,0.7746405601501465,0.8225957155227661,True,0.04795515537261963
ISIC_3491334,1,0.6365998387336731,0.6980190873146057,True,0.06141924858093262
ISIC_5671607,1,0.8102591633796692,0.8216409087181091,True,0.011381745338439941
ISIC_1607537,1,0.9203378558158876,0.9128301739692688,True,-0.007507681846618763
ISIC_9003843,1,0.8550248146057129,0.8868794441223145,True,0.03185462951660156
ISIC_7976708,1,0.9192175269126892,0.8867083787918091,True,-0.03250914812088013
ISIC_1377814,1,0.6413459181785583,0.6413459181785583,False,0.0
ISIC_9146255,1,0.681217610836029,0.6410699486732483,True,-0.04014766216278076
ISIC_6090816,1,0.9349347949028016,0.9511299729347229,True,0.016195178031921276
ISIC_0430846,1,0.9563877582550048,0.9563877582550048,False,0.0
ISIC_9748839,1,0.531331479549408,0.5718035101890564,True,0.04047203063964844
ISIC_6179299,1,0.7121719717979431,0.7403326034545898,True,0.02816063165664673
ISIC_7837478,1,0.8211578130722046,0.7464503049850464,True,-0.0747075080871582
ISIC_0142525,1,0.7707281112670898,0.7692192196846008,True,-0.0015088915824890137
ISIC_5876874,1,0.9563000798225404,0.9282452464103699,True,-0.02805483341217052
ISIC_2434870,1,0.8428105711936951,0.833660900592804,True,-0.009149670600891113
ISIC_6415690,1,0.7686048150062561,0.7686048150062561,False,0.0
ISIC_0804748,1,0.7540197968482971,0.7324114441871643,True,-0.021608352661132812
ISIC_8852268,1,0.441201388835907,0.6496928334236145,True,0.20849144458770752
ISIC_0900246,1,0.8914960622787476,0.9148060083389282,True,0.023309946060180664
ISIC_5468767,1,0.3986327052116394,0.48716992139816284,True,0.08853721618652344
ISIC_1488160,1,0.361434131860733,0.16595229506492615,True,-0.19548183679580683
ISIC_7322091,1,0.7578298449516296,0.529039204120636,True,-0.22879064083099365
ISIC_1579145,1,0.6775408983230591,0.6775408983230591,False,0.0
ISIC_3732363,1,0.6090673208236694,0.7671591639518738,True,0.15809184312820435
ISIC_9907864,1,0.6120728850364685,0.6539748311042786,True,0.04190194606781006
ISIC_0272491,1,0.8785034418106079,0.9466148018836975,True,0.0681113600730896
ISIC_0634284,1,0.9033074378967284,0.8515486121177673,True,-0.05175882577896107
ISIC_6219900,1,0.6262649297714233,0.6262649297714233,False,0.0
ISIC_6046428,1,0.8659507632255554,0.8813322186470032,True,0.015381455421447754
ISIC_0295218,1,0.438575267791748,0.8363229632377625,True,0.39774769544601446
ISIC_7516393,1,0.7994257807731628,0.8162543773651123,True,0.016828596591949463
ISIC_4315867,1,0.91476309299469,0.9209118485450745,True,0.0061487555503844105
ISIC_7822403,1,0.8635308146476746,0.7893190383911133,True,-0.07421177625656128
ISIC_9573657,1,0.9055456519126892,0.9100488424301147,True,0.004503190517425537
ISIC_1908705,1,0.8820540904998779,0.8980433940887451,True,0.015989303588867188
ISIC_0717149,1,0.7968627214431763,0.6906819343566895,True,-0.10618078708648682
ISIC_4465502,1,0.904988706111908,0.952028214931488,True,0.04703950881958008
ISIC_1708718,1,0.7187182903289795,0.7427843809127808,True,0.02406609058380127
ISIC_2612178,1,0.7114526033401489,0.6763221025466919,True,-0.03513050079345703
ISIC_8199245,1,0.8982953429222107,0.9042917490005493,True,0.005996406078338623
ISIC_5598947,1,0.7486256957054138,0.7980375289916992,True,0.0494118332862854
ISIC_4367520,1,0.852953314781189,0.8070844411849976,True,-0.045868873596191406
ISIC_4866420,1,0.8269452452659607,0.8219534754753113,True,-0.004991769790649414
ISIC_4883430,1,0.7540954947471619,0.8339169025421143,True,0.07982140779495239
ISIC_7329993,1,0.6459105014801025,0.7972912788391113,True,0.1513807773590088
ISIC_9836789,1,0.7774950861930847,0.7505686283111572,True,-0.02692645788192749
ISIC_9490861,1,0.7165430784225464,0.7165430784225464,False,0.0
ISIC_3084367,1,0.7496864199638367,0.8669519424438477,True,0.11726552248001099
ISIC_3098467,1,0.8952069878578186,0.8953270316123962,True,0.00012004375457763672
ISIC_1732067,1,0.557732343673706,0.6939092874526978,True,0.1361769437789917
ISIC_5630481,1,0.806411623954773,0.806411623954773,False,0.0
ISIC_0993215,1,0.5150803327560425,0.679656445980072,True,0.16457611322402954
ISIC_1888241,1,0.8218663930892944,0.8218663930892944,False,0.0
ISIC_0237559,1,0.74909508228302,0.8004693388938904,True,0.05137425661087036
ISIC_8638130,1,0.9123868346214294,0.9299201369285583,True,0.017533302307128906
ISIC_1815904,1,0.7991947531700134,0.7864857912063599,True,-0.012708961963653564
ISIC_5835333,1,0.5564873814582825,0.694852352142334,True,0.1383649706840515
ISIC_5901080,1,0.929263472557068,0.9434587955474854,True,0.01419532299041737
ISIC_9572621,1,0.8342099785804749,0.8337270617485046,True,-0.00048291683197021484
ISIC_0453983,1,0.8730791211128235,0.8763921856880188,True,0.0033130645751953125
ISIC_5009921,1,0.786324143409729,0.8466433882713318,True,0.06031924486160278
ISIC_5324133,1,0.8335335850715637,0.8335335850715637,False,0.0
ISIC_7265705,1,0.8082481622695923,0.7471533417701721,True,-0.061094820499420166
ISIC_9017175,1,0.8196607232093811,0.7764849662780762,True,-0.04317575693130493
ISIC_9118845,1,0.6610743403434753,0.6929952502250671,True,0.0319209098815918
ISIC_4324446,1,0.7221260666847229,0.675950825214386,True,-0.046175241470336914
ISIC_7994462,1,0.7637215852737427,0.8481858968734741,True,0.08446431159973145
ISIC_4027093,1,0.7705405354499817,0.7705405354499817,False,0.0
ISIC_5771532,1,0.2260039895772934,0.45159003138542175,True,0.22558604180812836
ISIC_6895006,1,0.5576397180557251,0.5950329303741455,True,0.03739321231842041
ISIC_2794340,1,0.8808154463768005,0.8808154463768005,False,0.0
ISIC_2733523,1,0.8902159333229065,0.8902159333229065,False,0.0
ISIC_9856048,1,0.4205361902713775,0.6269199848175049,True,0.20638379454612737
ISIC_8962146,1,0.8967240452766418,0.8967240452766418,False,0.0
ISIC_5242166,1,0.8898495435714722,0.8444077968597412,True,-0.04544174671173096
ISIC_9216704,1,0.7996755838394165,0.7996755838394165,False,0.0
ISIC_4633961,1,0.5905771851539612,0.7712296843528748,True,0.18065249919891357
ISIC_1762657,1,0.7480962872505188,0.705661416053772,True,-0.042434871196746826
